Codigo_IES;Nombre_IES;Departamento;Sector;Total_Matriculados;Total_Graduados;Total_Inscritos;Total_Admitidos;Total_Primer_Curso;Total_Docentes;Total_Administrativos;Tasa_Graduacion;Tasa_Admision;Tasa_Absorcion;Ratio_Docentes_Matriculados
1219;UNIVERSIDAD DE ANTIOQUIA;ANTIOQUIA;OFICIAL;9742;466.0;9926.0;1862.0;1383;14471.0;158.0;0.0478;0.1876;0.7427;1.4854
1220;UNIVERSIDAD DE ANTIOQUIA;ANTIOQUIA;OFICIAL;6062;281.0;3370.0;1086.0;835;3807.0;65.0;0.0464;0.3223;0.7689;0.628
1221;UNIVERSIDAD DE ANTIOQUIA;ANTIOQUIA;OFICIAL;5234;228.0;4716.0;1117.0;726;4754.0;145.0;0.0436;0.2369;0.65;0.9083
1222;UNIVERSIDAD DE ANTIOQUIA;ANTIOQUIA;OFICIAL;1597;105.0;687.0;138.0;110;1074.0;61.0;0.0657;0.2009;0.7971;0.6725
1223;UNIVERSIDAD DE ANTIOQUIA;ANTIOQUIA;OFICIAL;7713;337.0;10296.0;1509.0;1240;7619.0;70.0;0.0437;0.1466;0.8217;0.9878
1301;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;BogotÃ¡ - D.C.;OFICIAL;566153;22681.0;271009.0;90878.0;77124;36255.0;4435.0;0.0401;0.3353;0.8487;0.064
1701;PONTIFICIA UNIVERSIDAD JAVERIANA;BogotÃ¡ - D.C.;PRIVADA;514174;42174.0;222098.0;125353.0;81112;74596.0;41087.0;0.082;0.5644;0.6471;0.1451
1702;PONTIFICIA UNIVERSIDAD JAVERIANA;VALLE DEL CAUCA;PRIVADA;180130;14585.0;48488.0;37871.0;30379;24423.0;14848.0;0.081;0.781;0.8022;0.1356
1703;UNIVERSIDAD INCCA DE COLOMBIA;BogotÃ¡ - D.C.;PRIVADA;57738;3737.0;24154.0;14348.0;12894;5097.0;163.0;0.0647;0.594;0.8987;0.0883
1704;UNIVERSIDAD SANTO TOMAS;BogotÃ¡ - D.C.;PRIVADA;417105;30904.0;123574.0;100996.0;67242;33522.0;13917.0;0.0741;0.8173;0.6658;0.0804
1705;UNIVERSIDAD SANTO TOMAS;SANTANDER;PRIVADA;131679;10999.0;29919.0;25404.0;22778;15962.0;7504.0;0.0835;0.8491;0.8966;0.1212
1706;UNIVERSIDAD EXTERNADO DE COLOMBIA;BogotÃ¡ - D.C.;PRIVADA;293994;41712.0;139307.0;113422.0;84068;38976.0;15912.0;0.1419;0.8142;0.7412;0.1326
1707;FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;BogotÃ¡ - D.C.;PRIVADA;205741;18329.0;52200.0;42329.0;34478;20613.0;8698.0;0.0891;0.8109;0.8145;0.1002
1708;FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;BolÃ­var;PRIVADA;6505;424.0;1191.0;757.0;643;961.0;1527.0;0.0652;0.6356;0.8494;0.1477
1709;UNIVERSIDAD CENTRAL;BogotÃ¡ - D.C.;PRIVADA;216992;13264.0;55675.0;50237.0;28109;16761.0;11748.0;0.0611;0.9023;0.5595;0.0772
1710;UNIVERSIDAD PONTIFICIA BOLIVARIANA;ANTIOQUIA;PRIVADA;328789;25539.0;105446.0;70273.0;51398;47147.0;16445.0;0.0777;0.6664;0.7314;0.1434
1711;UNIVERSIDAD DE LA SABANA;CUNDINAMARCA;PRIVADA;280206;25231.0;153161.0;84157.0;48319;40284.0;24602.0;0.09;0.5495;0.5742;0.1438
1712;UNIVERSIDAD EAFIT-;ANTIOQUIA;PRIVADA;292767;24223.0;80103.0;72761.0;52790;23826.0;23676.0;0.0827;0.9083;0.7255;0.0814
1713;UNIVERSIDAD DEL NORTE;AtlÃ¡ntico;PRIVADA;315741;25546.0;109173.0;87867.0;48625;30511.0;21048.0;0.0809;0.8048;0.5534;0.0966
1714;COLEGIO MAYOR DE NUESTRA SEÃORA DEL ROSARIO;BogotÃ¡ - D.C.;PRIVADA;279441;28633.0;135606.0;87632.0;51043;38651.0;12483.0;0.1025;0.6462;0.5825;0.1383
1715;FUNDACION UNIVERSIDAD DE AMERICA;BogotÃ¡ - D.C.;PRIVADA;78778;6030.0;17870.0;13671.0;10315;6230.0;3186.0;0.0765;0.765;0.7545;0.0791
1716;UNIVERSIDAD DE SAN BUENAVENTURA;VALLE DEL CAUCA;PRIVADA;107260;7821.0;24194.0;21773.0;17114;9135.0;9127.0;0.0729;0.8999;0.786;0.0852
1717;UNIVERSIDAD DE SAN BUENAVENTURA;ANTIOQUIA;PRIVADA;102283;6601.0;19673.0;17434.0;13781;9983.0;4563.0;0.0645;0.8862;0.7905;0.0976
1718;UNIVERSIDAD DE SAN BUENAVENTURA;BogotÃ¡ - D.C.;PRIVADA;56241;4328.0;24544.0;16558.0;10684;4610.0;1680.0;0.077;0.6746;0.6452;0.082
1719;UNIVERSIDAD CATOLICA DE COLOMBIA;BogotÃ¡ - D.C.;PRIVADA;224421;22308.0;49886.0;47793.0;39271;14340.0;10712.0;0.0994;0.958;0.8217;0.0639
1720;UNIVERSIDAD MARIANA;NariÃ±o;PRIVADA;149485;10467.0;46041.0;26407.0;21700;10785.0;4191.0;0.07;0.5736;0.8218;0.0721
1722;UNIVERSIDAD DE MANIZALES;Caldas;PRIVADA;158752;13832.0;43124.0;34234.0;29445;14138.0;4843.0;0.0871;0.7939;0.8601;0.0891
1723;UNIVERSIDAD PONTIFICIA BOLIVARIANA;SANTANDER;PRIVADA;113246;9307.0;25738.0;22882.0;17474;9218.0;3966.0;0.0822;0.889;0.7637;0.0814
1724;UNIVERSIDAD DE SAN BUENAVENTURA;BolÃ­var;PRIVADA;72151;4565.0;19941.0;17967.0;10875;5471.0;3365.0;0.0633;0.901;0.6053;0.0758
1725;FUNDACION UNIVERSIDAD AUTONOMA DE COLOMBIA -FUAC-;BogotÃ¡ - D.C.;PRIVADA;80340;5249.0;14783.0;13173.0;6461;4327.0;2646.0;0.0653;0.8911;0.4905;0.0539
1726;UNIVERSIDAD CATOLICA DE ORIENTE;ANTIOQUIA;PRIVADA;33945;6921.0;24726.0;19179.0;16635;7877.0;13567.0;0.2039;0.7757;0.8674;0.2321
1726;UNIVERSIDAD CATOLICA DE ORIENTE -UCO;ANTIOQUIA;PRIVADA;76321;6921.0;24726.0;19179.0;16635;7877.0;13567.0;0.0907;0.7757;0.8674;0.1032
1727;UNIVERSIDAD PONTIFICIA BOLIVARIANA;CORDOBA;PRIVADA;66895;4402.0;15241.0;13261.0;10710;7400.0;3056.0;0.0658;0.8701;0.8076;0.1106
1728;UNIVERSIDAD SERGIO ARBOLEDA;BogotÃ¡ - D.C.;PRIVADA;209388;20830.0;86119.0;52754.0;41639;23472.0;13316.0;0.0995;0.6126;0.7893;0.1121
1729;UNIVERSIDAD EL BOSQUE;BogotÃ¡ - D.C.;PRIVADA;270806;20015.0;122859.0;64176.0;46539;46007.0;12322.0;0.0739;0.5224;0.7252;0.1699
1730;UNIVERSIDAD PONTIFICIA BOLIVARIANA;VALLE DEL CAUCA;PRIVADA;10019;475.0;1873.0;1428.0;1334;2535.0;1442.0;0.0474;0.7624;0.9342;0.253
1732;UNIVERSIDAD SANTO TOMAS;BoyacÃ¡;PRIVADA;89209;7439.0;21493.0;19708.0;16397;8159.0;2164.0;0.0834;0.9169;0.832;0.0915
1733;UNIVERSIDAD SERGIO ARBOLEDA;Magdalena;PRIVADA;50851;3412.0;15119.0;10617.0;8038;5901.0;3877.0;0.0671;0.7022;0.7571;0.116
1734;UNIVERSIDAD DE BOYACA UNIBOYACA;BoyacÃ¡;PRIVADA;122930;8533.0;27296.0;26311.0;21347;15638.0;3268.0;0.0694;0.9639;0.8113;0.1272
1735;UNIVERSIDAD MANUELA BELTRAN-UMB-;BogotÃ¡ - D.C.;PRIVADA;163172;11263.0;67284.0;52722.0;34132;9930.0;10683.0;0.069;0.7836;0.6474;0.0609
1801;UNIVERSIDAD LA GRAN COLOMBIA;BogotÃ¡ - D.C.;PRIVADA;224148;17039.0;47055.0;40681.0;32653;15960.0;10386.0;0.076;0.8645;0.8027;0.0712
1802;UNIVERSIDAD LA GRAN COLOMBIA;QUINDIO;PRIVADA;54688;3822.0;9720.0;9202.0;7938;5308.0;2640.0;0.0699;0.9467;0.8626;0.0971
1803;UNIVERSIDAD DE LA SALLE;BogotÃ¡ - D.C.;PRIVADA;262195;18430.0;63622.0;55146.0;32892;20813.0;12980.0;0.0703;0.8668;0.5965;0.0794
1804;UNIVERSIDAD AUTONOMA DEL CARIBE;AtlÃ¡ntico;PRIVADA;44795;13853.0;55759.0;47489.0;29129;12434.0;6358.0;0.3093;0.8517;0.6134;0.2776
1804;UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA;AtlÃ¡ntico;PRIVADA;140782;13853.0;55759.0;47489.0;29129;12434.0;6358.0;0.0984;0.8517;0.6134;0.0883
1805;UNIVERSIDAD SANTIAGO DE CALI;VALLE DEL CAUCA;PRIVADA;366645;23039.0;94504.0;72408.0;65281;19923.0;7924.0;0.0628;0.7662;0.9016;0.0543
1806;UNIVERSIDAD LIBRE;BogotÃ¡ - D.C.;PRIVADA;218024;19755.0;59160.0;50212.0;37174;15163.0;9457.0;0.0906;0.8487;0.7403;0.0695
1807;UNIVERSIDAD LIBRE;VALLE DEL CAUCA;PRIVADA;138762;12975.0;46030.0;31165.0;22024;13780.0;3188.0;0.0935;0.6771;0.7067;0.0993
1808;UNIVERSIDAD LIBRE;AtlÃ¡ntico;PRIVADA;124364;9979.0;46625.0;29965.0;21581;10092.0;3162.0;0.0802;0.6427;0.7202;0.0811
1809;UNIVERSIDAD LIBRE;RISARALDA;PRIVADA;88381;7570.0;21656.0;17973.0;14486;5621.0;2718.0;0.0857;0.8299;0.806;0.0636
1810;UNIVERSIDAD LIBRE;NORTE DE SANTANDER;PRIVADA;44365;4281.0;10950.0;10233.0;7986;2750.0;1379.0;0.0965;0.9345;0.7804;0.062
1811;UNIVERSIDAD LIBRE;SANTANDER;PRIVADA;26371;2332.0;4967.0;4716.0;4186;2284.0;683.0;0.0884;0.9495;0.8876;0.0866
1812;UNIVERSIDAD DE MEDELLIN;ANTIOQUIA;PRIVADA;241112;19361.0;60777.0;56939.0;37975;22970.0;9328.0;0.0803;0.9369;0.6669;0.0953
1813;UNIVERSIDAD DE LOS ANDES;BogotÃ¡ - D.C.;PRIVADA;469916;36742.0;248510.0;125289.0;75995;37863.0;51490.0;0.0782;0.5042;0.6066;0.0806
1814;UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-;ANTIOQUIA;PRIVADA;115038;10359.0;33124.0;30147.0;21741;10200.0;1393.0;0.09;0.9101;0.7212;0.0887
1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;BogotÃ¡ - D.C.;PRIVADA;142230;12822.0;37289.0;31345.0;24984;10208.0;3523.0;0.0901;0.8406;0.7971;0.0718
1816;UNIVERSIDAD COOPERATIVA DE COLOMBIA;ANTIOQUIA;PRIVADA;97919;7105.0;40673.0;22500.0;15153;14615.0;11417.0;0.0726;0.5532;0.6735;0.1493
1817;UNIVERSIDAD COOPERATIVA DE COLOMBIA;SANTANDER;PRIVADA;82185;5437.0;23885.0;17505.0;11329;6309.0;3150.0;0.0662;0.7329;0.6472;0.0768
1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;BogotÃ¡ - D.C.;PRIVADA;649463;43102.0;154733.0;131830.0;81600;48398.0;23439.0;0.0664;0.852;0.619;0.0745
1819;UNIVERSIDAD COOPERATIVA DE COLOMBIA;SANTANDER;PRIVADA;19908;1590.0;4560.0;3928.0;2474;1830.0;1303.0;0.0799;0.8614;0.6298;0.0919
1820;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Magdalena;PRIVADA;89621;5358.0;30521.0;17738.0;10849;8768.0;3405.0;0.0598;0.5812;0.6116;0.0978
1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;CUNDINAMARCA;PRIVADA;25899;1666.0;6889.0;6141.0;3746;1782.0;499.0;0.0643;0.8914;0.61;0.0688
1823;UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-;SANTANDER;PRIVADA;229121;18791.0;69897.0;56962.0;35736;20530.0;10561.0;0.082;0.8149;0.6274;0.0896
1824;UNIVERSIDAD METROPOLITANA;AtlÃ¡ntico;PRIVADA;102622;6434.0;25526.0;15859.0;11200;11054.0;5356.0;0.0627;0.6213;0.7062;0.1077
1825;UNIVERSIDAD AUTONOMA DE MANIZALES;Caldas;PRIVADA;110728;8310.0;28528.0;24706.0;20049;9088.0;4515.0;0.075;0.866;0.8115;0.0821
1826;UNIVERSIDAD ANTONIO NARIÃO;BogotÃ¡ - D.C.;PRIVADA;322071;18976.0;108104.0;62280.0;47428;35148.0;6025.0;0.0589;0.5761;0.7615;0.1091
1827;UNIVERSIDAD CATOLICA DE MANIZALES;Caldas;PRIVADA;65733;9615.0;22839.0;19606.0;14971;5732.0;6324.0;0.1463;0.8584;0.7636;0.0872
1828;UNIVERSIDAD ICESI;VALLE DEL CAUCA;PRIVADA;164892;13294.0;47417.0;35112.0;26947;26090.0;13306.0;0.0806;0.7405;0.7675;0.1582
1829;UNIVERSIDAD SANTIAGO DE CALI;VALLE DEL CAUCA;PRIVADA;46260;2197.0;10085.0;7250.0;6069;3459.0;4102.0;0.0475;0.7189;0.8371;0.0748
1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;VALLE DEL CAUCA;PRIVADA;214475;17223.0;50450.0;48940.0;35896;18083.0;13654.0;0.0803;0.9701;0.7335;0.0843
1831;UNIVERSIDAD DE IBAGUE;TOLIMA;PRIVADA;133201;7822.0;23321.0;22488.0;17059;7239.0;8672.0;0.0587;0.9643;0.7586;0.0543
1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;BolÃ­var;PRIVADA;136947;10979.0;38709.0;34886.0;26863;7419.0;4075.0;0.0802;0.9012;0.77;0.0542
1833;CORPORACIÃN UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;CORDOBA;PRIVADA;19526;10107.0;57762.0;40378.0;24502;13138.0;7495.0;0.5176;0.699;0.6068;0.6728
1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;CORDOBA;PRIVADA;159334;10107.0;57762.0;40378.0;24502;13138.0;7495.0;0.0634;0.699;0.6068;0.0825
1834;CORPORACIÃN UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;BolÃ­var;PRIVADA;11998;5628.0;36462.0;22621.0;16098;7345.0;4980.0;0.4691;0.6204;0.7116;0.6122
1834;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;BolÃ­var;PRIVADA;86708;5628.0;36462.0;22621.0;16098;7345.0;4980.0;0.0649;0.6204;0.7116;0.0847
1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA;BogotÃ¡ - D.C.;PRIVADA;109260;7670.0;34294.0;20164.0;15149;10098.0;7105.0;0.0702;0.588;0.7513;0.0924
2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;BogotÃ¡ - D.C.;OFICIAL;2094032;64498.0;928674.0;469775.0;440587;69576.0;2936.0;0.0308;0.5059;0.9379;0.0332
2104;ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-;BogotÃ¡ - D.C.;OFICIAL;337340;21287.0;180814.0;87968.0;63731;22733.0;5097.0;0.0631;0.4865;0.7245;0.0674
2106;DIRECCION DE EDUCACION POLICIAL;BogotÃ¡ - D.C.;OFICIAL;92809;59321.0;117564.0;104026.0;100737;9270.0;39832.0;0.6392;0.8848;0.9684;0.0999
2106;DIRECCION NACIONAL DE ESCUELAS;BogotÃ¡ - D.C.;OFICIAL;94664;59321.0;117564.0;104026.0;100737;9270.0;39832.0;0.6266;0.8848;0.9684;0.0979
2110;COLEGIO MAYOR DE ANTIOQUIA;ANTIOQUIA;OFICIAL;102283;6039.0;48197.0;21898.0;19515;9447.0;728.0;0.059;0.4543;0.8912;0.0924
2114;ESCUELA NACIONAL DEL DEPORTE;VALLE DEL CAUCA;OFICIAL;75169;5234.0;24516.0;14233.0;12197;4309.0;1661.0;0.0696;0.5806;0.857;0.0573
2206;INSTITUTO DEPARTAMENTAL DE BELLAS ARTES;VALLE DEL CAUCA;OFICIAL;15783;621.0;4384.0;2000.0;1919;2876.0;1009.0;0.0393;0.4562;0.9595;0.1822
2207;INSTITUTO UNIVERSITARIO DE LA PAZ;SANTANDER;OFICIAL;86072;5030.0;23765.0;17476.0;14897;7161.0;784.0;0.0584;0.7354;0.8524;0.0832
2208;CONSERVATORIO DEL TOLIMA;TOLIMA;OFICIAL;8273;374.0;2128.0;1525.0;1359;844.0;485.0;0.0452;0.7166;0.8911;0.102
2209;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;ANTIOQUIA;OFICIAL;284733;14884.0;110888.0;55800.0;50430;30324.0;4366.0;0.0523;0.5032;0.9038;0.1065
2211;INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR;BolÃ­var;OFICIAL;26327;1285.0;6740.0;4403.0;4314;1745.0;856.0;0.0488;0.6533;0.9798;0.0663
2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;VALLE DEL CAUCA;OFICIAL;102818;4762.0;40397.0;15867.0;14045;13708.0;2588.0;0.0463;0.3928;0.8852;0.1333
2302;INSTITUCION UNIVERSITARIA DE ENVIGADO;ANTIOQUIA;OFICIAL;95362;5125.0;36377.0;19473.0;15666;10506.0;1962.0;0.0537;0.5353;0.8045;0.1102
2701;INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC;BogotÃ¡ - D.C.;PRIVADA;39991;2496.0;16978.0;11205.0;6538;4519.0;2689.0;0.0624;0.66;0.5835;0.113
2702;FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD;BogotÃ¡ - D.C.;PRIVADA;83983;8230.0;67370.0;21267.0;15992;16638.0;4661.0;0.098;0.3157;0.752;0.1981
2704;COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-;BogotÃ¡ - D.C.;PRIVADA;38564;3623.0;12596.0;8759.0;6934;6119.0;1670.0;0.0939;0.6954;0.7916;0.1587
2707;FUNDACION UNIVERSITARIA JUAN N. CORPAS;BogotÃ¡ - D.C.;PRIVADA;25358;3081.0;15915.0;8606.0;6055;3368.0;3917.0;0.1215;0.5407;0.7036;0.1328
2707;FUNDACIÂ¿N UNIVERSITARIA JUAN N. CORPAS;BogotÃ¡ - D.C.;PRIVADA;4558;3081.0;15915.0;8606.0;6055;3368.0;3917.0;0.676;0.5407;0.7036;0.7389
